0.8 0.56 1.59 1 1 0.14
1.95 -1.04 0.2 0 1 -0.58
-1.15 -0.68 0.52 0 0 -0.61
0.29 1.01 0.61 1 1 0.78
0.18 0.9 -1.4 1 1 1.7
0.94 -0.01 -0.08 1 1 0.41
-1.05 -0.28 0.56 0 1 -0.51
0.32 -0.88 1.31 1 1 -0.89
1.34 1.36 -0.41 1 1 2.47
2.14 0.17 0.96 1 1 0.63
-1.9 1.12 -1.18 0 0 -0.53
1.04 -0.27 -1.05 1 1 1.8
0.62 -0.36 0.82 1 1 0.81
-1.01 -0.49 -0.88 0 0 0.49
1.12 -0.53 0.68 0 1 1.19
-0.42 1.2 0.01 0 0 0.77
-1.58 -1.36 -2.12 0 0 -2
2.63 -0.49 -0.72 1 1 0.41
-0.8 -1.01 0.8 0 0 0.47
-0.16 -0.93 -0.21 0 0 -0.55
-1.44 1.8 -0.15 0 0 -0.04
0.79 0.35 -0.33 0 1 1.44
-0.3 0.5 0.19 1 1 0.47
-0.54 0.33 0.64 0 0 2.3
1.43 -0.91 0.67 0 1 0.15
-0.48 -0.47 0.05 0 0 -0.08
0.3 1.24 0.14 0 0 0.5
-1.36 0.88 -0.18 0 0 -0.41
1.08 0.65 0.69 1 1 1.26
1.08 -2.01 1.9 1 1 0.89
-1.09 1.09 -0.22 0 0 -1.59
1.38 -1.24 0.73 0 1 -0.62
0.87 -0.23 -0.65 0 0 0.58
-0.47 -0.91 -1.06 0 0 -0.84
-1.68 0.5 1.77 0 1 0.26
-1.42 0.09 -0.86 0 1 -0.92
1.36 0.59 -0.04 1 1 1.03
