0 1 2 4 3
0 0 1 1 1
0 0 0 0 0
. 3 4 3 6
0 . . 2 2
0 1 0 0 1
0 1 0 1 0
0 0 0 0 1
1 0 4 3 7
0 0 1 0 0
0 0 0 0 0
0 0 0 1 0
0 0 0 0 0
2 2 0 1 4
. 1 0 . 0
2 0 0 2 0
1 0 1 . 2
1 2 4 0 1
0 0 0 . 0
. . . 0 0
1 . 1 1 4
0 . 0 0 1
0 0 0 0 0
. . . 1 1
0 0 0 1 0
0 0 0 0 0
0 0 . 1 1
. 0 0 0 0
0 . 0 0 0
1 1 0 . 1
. 3 2 2 .
0 0 0 0 .
0 0 1 0 0
1 0 3 0 2
0 1 0 0 .
0 0 1 0 0
0 0 0 1 1
0 0 . 0 0
0 0 0 1 0
0 0 0 0 0
0 0 0 0 0
. 0 1 0 0
. 0 . 0 0
0 1 0 2 1
0 1 1 0 1
0 0 . 0 1
0 0 0 0 1
0 1 0 1 0
1 0 . . 0
0 0 0 . 0
0 0 1 0 0
0 0 0 0 1
1 0 0 1 3
0 0 0 1 0
1 0 0 . 0
0 1 1 1 4
0 0 0 0 .
0 2 1 1 2
0 0 1 0 2
0 0 1 1 .
0 2 1 2 6
0 0 1 1 0
. 0 0 0 1
0 1 2 3 2
1 0 . 0 0
0 0 . 1 .
0 0 0 1 0
0 1 . 0 0
3 1 1 3 7
0 0 . 0 0
0 0 0 0 0
0 0 1 0 0
1 0 . 4 1
0 1 0 0 0
0 1 0 0 0
0 0 0 0 0
2 1 4 6 5
. 0 0 0 .
0 1 3 5 10
4 5 5 10 19
0 0 0 0 0
0 0 0 0 0
0 2 3 2 1
0 3 0 3 2
0 0 2 0 0
2 0 3 1 4
0 1 . 0 4
0 0 0 0 0
0 0 1 2 3
0 1 1 0 0
1 1 . 0 .
0 1 . . 0
0 0 . 0 0
. 1 0 1 .
1 1 . 0 2
0 0 1 0 0
0 0 2 3 4
. 0 0 1 0
0 0 0 0 0
0 0 . 0 4
1 0 1 2 1
0 0 0 0 0
0 0 1 1 .
. 0 0 0 .
0 1 2 3 0
0 0 0 0 0
. 0 0 . 0
0 0 0 0 0
. 0 1 1 4
0 0 1 0 1
0 0 0 0 0
. 0 0 0 0
2 2 0 0 .
0 0 . . 0
0 0 0 0 0
. 0 1 1 2
0 2 0 . 3
0 1 5 5 6
. 0 0 1 .
0 0 0 0 0
0 0 0 0 0
1 2 3 2 3
0 . . 0 0
0 0 . 0 .
0 0 1 0 2
0 . 1 0 0
. 0 0 0 0
1 0 3 1 .
0 0 0 0 0
0 0 0 0 1
0 0 0 0 0
. 3 5 . 13
0 0 0 0 0
0 0 0 1 .
0 0 0 0 0
0 0 0 0 .
1 0 2 . 3
0 . 0 0 0
. 1 . 0 1
0 0 0 2 .
0 . 0 1 1
0 0 2 1 2
0 0 0 0 2
0 0 1 1 .
1 . 0 2 0
0 0 0 0 1
. 0 0 2 5
0 0 0 1 0
0 0 . 0 .
0 0 0 0 1
0 1 0 0 0
0 2 0 2 3
3 4 9 . 7
0 1 0 1 .
0 0 0 . 0
0 2 2 1 2
. 6 4 6 5
0 0 0 0 1
0 0 0 1 0
1 2 0 2 2
0 0 0 0 .
0 0 0 0 1
0 . 0 0 0
0 0 1 0 0
1 0 0 4 1
0 0 0 0 0
0 2 1 2 6
0 0 . 0 0
0 0 0 0 0
1 . 1 4 5
0 0 1 1 0
0 0 0 0 0
0 0 0 . 0
0 1 0 0 0
. 0 0 0 0
0 0 2 5 5
. 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 1 . 2 0
0 0 1 2 1
0 0 0 0 1
0 1 . 0 .
0 0 1 0 3
0 0 0 0 1
. 0 0 2 1
0 0 0 0 1
0 0 . 0 0
0 . 0 0 0
0 0 0 0 1
0 1 0 1 1
0 0 1 1 0
0 0 0 0 0
0 1 1 0 1
0 0 0 0 0
0 0 0 . 0
0 0 0 1 0
. . 2 3 6
0 0 0 2 0
0 0 0 . 1
0 0 0 0 0
1 4 1 7 4
1 3 1 3 4
0 1 0 0 1
0 0 . 0 1
0 1 0 2 .
3 0 2 2 1
0 . 0 0 1
. 0 1 3 2
0 0 0 . 0
3 2 6 8 7
0 0 1 1 2
0 0 0 0 0
0 0 1 1 8
0 0 0 . 4
0 0 0 0 0
2 . 1 . 4
0 0 0 0 0
3 8 5 20 16
0 0 0 0 0
0 1 0 0 1
. 0 0 0 0
1 . 3 2 7
0 1 1 2 1
0 0 . 0 1
0 0 0 0 0
0 . 0 0 .
0 0 0 . 0
0 0 0 1 0
0 0 0 0 0
1 1 1 4 2
0 0 0 0 0
0 . 0 0 0
0 . 1 0 1
0 0 0 . .
0 0 1 1 .
0 0 . 1 0
0 0 0 0 0
0 0 0 3 0
0 1 5 7 7
0 0 0 1 0
0 0 . 0 0
0 0 0 1 2
. 0 0 0 0
2 3 9 5 8
0 0 0 1 1
0 0 0 0 0
0 0 0 2 0
0 0 0 0 0
0 1 2 1 1
0 1 . 1 2
0 1 1 0 1
0 0 1 0 1
0 0 0 . 0
1 1 0 1 0
0 . . 0 0
0 2 0 2 2
0 1 0 1 0
0 0 0 0 .
0 1 0 1 0
0 1 0 0 1
0 0 0 0 .
0 0 . 0 0
0 0 0 . 0
0 0 0 0 1
1 0 0 2 0
0 0 0 0 1
0 0 0 0 1
0 0 0 0 0
0 1 0 0 .
1 0 1 0 0
1 0 2 2 0
0 0 0 0 0
0 1 0 1 1
2 4 4 6 16
0 0 0 0 0
. . 1 0 1
1 2 1 0 7
0 0 . 0 0
0 0 0 0 1
0 0 0 0 .
3 1 6 13 16
0 0 0 0 0
0 0 . 0 1
0 1 0 0 0
0 0 0 0 3
0 0 0 0 0
0 0 0 1 1
0 0 0 . 0
. 0 0 0 0
2 . 0 1 1
0 0 0 0 .
3 1 3 2 2
0 0 0 0 0
. . 0 . 0
0 1 1 2 5
0 0 0 0 0
1 0 0 0 0
0 0 1 0 .
0 0 0 1 1
0 3 2 4 8
0 . . 0 0
0 0 0 0 0
1 0 1 . 2
0 1 0 3 .
0 0 0 0 0
0 0 1 0 1
0 0 0 3 2
. 0 0 0 0
0 0 0 . 0
0 1 0 0 0
0 0 0 0 1
2 5 1 1 .
0 0 0 0 0
. 0 0 1 3
0 0 . 0 0
0 1 0 . 0
0 0 0 0 0
0 0 0 1 0
0 0 0 3 1
0 0 0 0 0
0 0 0 0 1
0 0 0 0 0
1 0 0 0 0
0 . . . 0
0 2 0 0 0
0 0 0 1 0
1 1 . 1 2
1 0 0 0 1
. 0 . 1 .
0 0 . 0 0
2 0 1 . 2
0 0 0 0 0
0 . 1 0 1
0 0 0 0 0
0 0 0 0 0
0 0 0 . 0
0 0 1 0 0
0 2 1 0 3
0 0 2 2 0
0 0 0 0 0
0 1 0 0 1
0 0 0 1 0
. 1 0 1 3
0 0 1 2 1
1 0 0 0 0
0 1 0 2 3
2 2 2 4 5
1 0 0 1 1
0 0 . 0 0
1 0 0 . 0
0 0 . 0 1
0 1 0 3 3
. 1 0 0 1
0 2 0 0 1
1 0 1 2 5
1 1 0 1 .
0 0 0 1 0
0 1 1 3 3
0 0 0 0 0
0 0 0 0 0
. 1 1 3 5
0 0 0 0 1
0 0 1 0 0
0 1 . 2 .
0 0 0 . 1
0 0 . 2 3
. . 1 0 1
0 . 3 0 2
0 1 1 3 2
1 1 0 1 3
3 2 3 3 9
0 . 0 0 .
0 1 2 0 1
. 1 0 . 1
0 0 1 0 0
1 2 0 6 9
1 1 0 . 2
1 2 0 1 0
0 0 . . 0
0 0 0 0 1
3 6 5 8 17
0 0 0 1 1
0 1 0 0 6
0 0 0 0 0
0 1 1 1 0
0 0 0 0 .
0 0 0 0 0
0 0 0 . 0
0 0 0 0 1
0 2 1 3 4
0 0 0 0 .
0 0 0 0 0
0 1 0 0 .
0 . 1 2 0
. 1 2 4 1
0 0 0 0 0
. 0 . 0 0
0 0 0 0 2
0 1 2 5 6
0 0 1 3 4
0 0 1 1 0
0 0 0 0 1
0 . 2 3 2
4 4 8 9 13
0 2 . 2 6
0 0 0 0 0
0 1 1 1 1
0 0 1 0 1
. 0 0 0 0
0 0 1 0 0
0 0 0 0 1
0 . 0 0 0
0 0 0 0 0
0 0 0 . 0
0 0 0 0 1
0 0 . . 1
. 1 1 . 2
0 0 1 0 0
0 0 0 0 2
1 0 0 0 0
0 0 . 0 0
1 0 1 0 1
1 3 7 6 8
0 1 1 . 2
1 1 0 2 0
1 0 1 . 2
0 . 0 0 0
0 0 0 0 0
1 1 2 0 3
1 1 1 2 0
0 0 0 0 0
0 0 0 0 1
0 0 1 0 0
0 0 0 0 .
2 3 9 6 .
0 0 0 0 0
1 3 . 3 4
0 0 0 0 0
1 0 0 . 1
0 1 0 2 1
0 0 . 1 1
0 0 . 0 1
0 0 0 1 0
. 0 0 2 1
1 0 2 0 1
0 0 . 3 1
0 0 . 0 0
0 0 0 0 0
0 1 0 0 0
1 1 0 2 .
1 0 . 2 2
0 0 0 0 0
0 . 0 0 0
0 0 0 1 0
0 0 . 0 0
3 2 5 5 3
0 1 0 2 5
0 0 0 0 0
0 1 1 2 .
0 0 2 0 2
0 0 0 0 .
0 0 0 0 .
0 0 0 1 1
. 1 2 3 3
2 2 . 2 7
0 0 0 0 0
0 0 0 0 1
. 1 3 . .
0 0 0 0 2
0 0 2 0 0
0 0 0 . 0
0 0 1 . 0
0 . 0 0 1
1 2 0 2 1
0 1 0 0 0
0 3 2 3 1
0 1 1 0 0
0 0 0 0 0
0 0 . 2 1
0 0 0 0 0
0 2 0 0 1
1 0 1 2 .
1 0 0 2 3
0 0 0 0 0
0 1 0 0 0
0 0 0 2 1
1 0 0 2 1
0 0 1 0 1
2 . 2 . 5
1 2 6 8 .
0 0 0 0 .
0 0 . 1 1
0 . 0 1 1
0 0 0 0 1
0 0 1 . 0
. 1 3 2 3
0 0 0 0 .
0 0 0 0 0
