201 10 0 0 -0.9065702 0 0 0 1 . .
202 11 0 1 0.8304296 0 0 0 0 1 .
203 11 0 0 -0.4862965 0 0 0 0 1 .
206 12 0 1 1.906538 0 0 0 0 0 1
207 12 1 0 -0.8777856 0 0 0 0 0 0
208 10 0 1 0.6642742 0 0 0 1 . .
209 10 0 1 0.2029933 0 0 0 1 . .
210 12 1 1 0.2487744 0 0 0 0 0 0
211 7 0 1 0.9183559 1 . . . . .
212 12 1 0 -0.9617912 0 0 0 0 0 0
213 9 0 1 -0.658018 0 0 1 . . .
214 8 0 1 2.28189 0 1 . . . .
215 12 1 0 -0.4141729 0 0 0 0 0 0
216 9 0 0 -0.3206445 0 0 1 . . .
