1906 1 25 5
1907 1 17 3
1911 1 22 1
1922 1 20 0
1925 0 20 0
1926 1 21 20
1927 0 24 0
1936 0 29 1
1942 0 25 29
1951 1 22 3
1954 1 25 1
1955 0 18 1
1956 0 20 2
1958 0 25 10
1969 1 23 20
1977 0 27 3
1979 0 24 5
1980 0 19 0
1981 1 29 2
1982 1 21 17
1986 1 16 0
1989 1 24 0
1990 1 18 2
1996 1 28 4
1997 0 15 0
2003 0 18 7
2009 1 26 1
2027 0 19 10
2031 1 30 0
2033 0 21 10
2037 1 22 2
2038 1 30 15
2043 0 20 7
2048 0 21 2
2051 1 15 0
2052 0 26 10
2053 1 19 0
2054 1 19 15
2056 0 24 5
2067 1 24 1
2069 0 21 6
2075 1 28 1
2078 1 22 3
2082 1 29 10
2088 1 27 20
2094 0 29 2
2095 1 22 4
2097 0 25 2
2102 1 25 4
2106 0 21 1
2107 1 19 0
2112 0 25 15
2115 1 21 10
2117 0 20 10
2123 1 21 3
2124 1 20 10
2125 1 29 10
2135 0 21 10
2139 0 27 10
2151 1 27 1
2152 0 29 0
2153 1 22 5
2158 1 24 2
2159 0 26 1
2161 1 19 7
2163 0 30 2
2168 1 22 1
2173 0 28 15
2177 1 21 5
2179 0 25 7
2188 0 27 1
2193 1 26 2
2196 1 21 10
2201 1 18 2
2207 0 29 1
2213 0 28 8
2216 0 21 25
2227 0 21 1
2229 1 24 2
2247 1 29 2
2248 0 24 5
2257 1 23 1
2261 0 27 30
2270 0 21 2
2271 0 17 0
2276 0 21 1
2283 1 22 1
2290 1 29 1
2292 0 16 2
2299 0 24 1
2302 0 24 0
2313 0 25 1
2315 1 26 1
2317 1 23 0
2326 0 24 4
2332 1 26 2
2333 1 24 3
2337 1 26 1
2342 1 18 2
2343 0 24 22
2345 1 29 3
2346 0 28 6
2348 1 19 5
2363 1 30 1
2366 0 21 3
2370 0 22 2
2372 0 26 20
2373 0 25 0
2380 0 28 0
2385 0 25 15
2392 0 19 4
2396 1 26 15
2403 1 22 1
2415 0 20 0
2419 0 18 5
2420 0 28 3
2421 1 19 0
2428 0 19 1
2433 0 23 7
2438 0 24 10
2440 1 27 0
2443 1 24 3
2452 0 25 1
2456 0 26 8
2461 1 17 1
2487 0 16 2
2497 0 27 1
2501 1 25 0
2503 0 24 20
2508 0 20 5
2513 0 21 0
2521 0 24 25
2531 0 20 20
2534 0 20 1
2540 1 24 1
2544 1 25 5
2545 0 15 1
2549 0 29 20
2551 1 25 1
2555 0 18 1
2558 1 19 20
2559 0 26 0
2560 0 26 1
2561 0 23 0
2569 1 28 17
2572 0 28 9
2577 1 28 5
2587 1 30 1
2607 1 18 7
2622 1 28 2
2626 0 16 20
2636 1 21 10
2640 0 22 1
2641 0 19 1
2647 0 16 0
2651 1 16 0
2657 0 26 5
2663 0 26 0
2669 1 25 1
2678 0 23 25
2681 1 17 2
2685 0 20 4
2688 0 27 8
2694 1 26 0
2700 1 19 1
2701 0 22 1
2703 1 18 0
2713 1 23 3
2716 0 20 10
2717 1 16 0
2729 1 29 0
2732 0 29 5
2737 0 30 20
2742 0 23 2
2745 1 24 15
2750 0 24 10
2751 0 22 20
2757 0 18 10
2758 1 29 3
2759 1 26 12
2762 1 26 0
2775 1 17 8
2778 1 29 0
2786 0 24 2
2792 1 21 10
2796 1 26 2
2800 1 27 0
2802 0 22 20
2807 1 25 0
2819 1 23 10
2820 0 21 1
2824 0 22 5
2826 0 18 0
2832 1 17 0
2834 1 16 1
2844 1 26 0
2846 0 16 2
2866 0 24 8
2871 0 19 8
2872 1 18 2
2880 1 28 30
2882 1 20 1
2885 0 29 4
2891 0 19 20
2897 1 28 20
2910 0 29 30
2940 0 16 0
2941 1 24 10
2946 0 24 5
2953 1 16 1
2955 0 20 1
2958 0 16 0
2960 0 19 0
2961 1 22 0
2973 0 24 2
2977 1 20 5
2983 0 25 10
3000 1 18 1
3002 1 24 0
3005 1 26 0
3007 1 28 2
3012 1 28 5
3016 1 20 1
3020 1 22 2
3021 1 26 8
3022 0 26 0
3025 1 22 1
3033 0 28 4
3043 0 22 10
3046 1 17 1
3053 0 18 5
3060 0 25 5
3069 0 25 2
3070 0 25 15
3071 0 29 2
3075 0 26 20
3084 0 20 2
3088 1 29 2
3090 0 19 15
3096 0 25 8
3099 0 24 2
3100 1 27 2
3101 0 25 3
3109 0 25 0
3114 0 22 2
3123 0 21 0
3124 1 25 1
3129 0 18 0
3132 0 17 0
3140 0 29 30
3146 0 25 0
3148 0 25 4
3149 1 24 15
3152 0 29 4
3153 1 23 5
3157 0 20 8
3161 0 17 0
3166 0 23 20
3168 0 16 10
3171 1 17 10
3182 1 18 4
3197 1 17 2
3205 1 23 7
3209 0 20 1
3212 1 23 4
3213 0 25 5
3217 1 28 23
3224 1 16 0
3233 1 28 10
3237 1 29 1
3251 1 22 8
3254 0 22 15
3263 0 19 2
3268 0 28 15
3271 1 21 1
3274 1 17 0
3278 1 23 4
3283 0 18 5
3291 1 24 0
3294 0 27 1
3310 1 19 2
3314 1 25 4
3318 1 15 1
3324 0 19 1
3326 0 21 10
3332 0 24 3
3333 1 27 3
3334 0 16 5
3335 0 18 6
3343 1 19 1
3352 1 25 2
3356 0 26 30
3367 0 22 5
3368 0 29 5
3371 1 19 10
3375 1 25 10
3387 1 28 2
3394 0 24 1
3402 0 28 10
3404 1 27 1
3405 0 27 15
3421 1 22 3
3427 0 17 2
3429 0 29 15
3430 1 17 5
3432 0 18 3
3433 0 26 0
3435 1 21 1
3445 1 15 15
3454 1 25 15
3468 1 29 2
3486 0 19 10
3489 0 22 15
3494 1 24 25
3497 1 24 2
3503 1 29 6
3505 1 28 9
3508 0 25 1
3515 0 19 15
3516 1 29 7
3518 1 29 5
3522 0 24 0
3527 1 24 1
3532 1 28 2
3534 1 27 4
3540 1 29 2
3543 0 20 1
3545 1 17 5
3549 0 24 1
3553 1 20 3
3562 0 26 1
3565 0 20 2
3575 1 26 0
3581 0 25 2
3589 1 20 2
3592 1 29 2
3593 1 25 0
3597 0 16 0
3598 0 28 4
3602 0 21 3
3607 1 20 3
3610 0 30 4
3623 1 23 4
3648 0 26 0
3651 0 16 0
3656 0 21 30
3657 0 19 5
3661 0 16 0
3662 1 19 1
3663 0 23 5
3686 1 30 15
3692 1 17 12
3696 1 22 3
3697 1 22 2
3699 0 19 8
3701 1 30 5
3705 0 25 3
3706 0 23 3
3708 1 17 10
3712 0 28 4
3713 1 29 2
3714 0 16 5
3715 0 29 0
3718 1 24 15
3728 0 25 1
3735 1 24 5
3741 0 22 12
3760 0 20 2
3761 0 24 0
3766 1 26 5
3768 0 29 1
3779 0 22 3
3807 0 25 25
3819 1 27 0
3825 0 19 2
3830 0 19 1
3836 0 24 3
3855 1 20 0
3857 1 23 2
3858 1 29 2
3865 1 15 2
3877 0 30 0
3892 1 23 2
3893 0 18 2
3895 0 29 2
3912 0 24 4
3919 1 17 2
3923 1 26 1
3931 1 17 1
3933 0 22 2
3935 0 29 0
3938 0 21 5
3941 0 23 6
3950 0 20 0
3954 1 18 10
3960 0 27 20
3964 1 22 8
3967 1 25 10
3968 1 20 3
3970 1 25 2
3971 0 21 5
3974 1 30 0
3975 1 18 0
3976 1 29 0
3980 1 25 30
3993 0 23 4
4003 1 20 10
4008 1 18 2
4009 1 23 20
4012 0 22 10
4015 1 20 10
4021 0 26 1
4023 1 17 4
4031 1 28 2
4033 1 28 0
4034 0 17 2
4051 1 20 2
4052 1 23 2
4066 1 25 3
4075 0 28 0
4084 1 24 30
4095 1 29 0
4098 0 27 0
4099 0 30 2
4102 1 23 25
4105 1 19 1
4119 0 24 0
4120 0 16 1
4124 0 24 0
4128 1 23 8
4133 0 27 12
4137 1 29 0
4138 1 29 0
4140 0 28 5
4144 0 25 4
4149 0 27 8
4150 1 28 3
4152 0 22 15
4161 1 17 1
4167 0 27 6
4181 0 22 4
4183 0 19 20
4186 1 29 1
4193 0 18 6
4196 0 17 2
4200 0 29 1
4215 1 29 2
4220 1 21 30
4221 0 17 1
4237 1 18 1
4247 0 22 5
4257 0 15 0
4258 0 28 4
4264 1 16 2
4265 0 16 2
4266 0 18 5
4267 1 21 1
4271 0 28 0
4278 1 19 12
4279 0 24 5
4281 1 18 0
4286 0 24 5
4292 1 23 5
4305 0 16 1
4312 0 17 3
4315 0 25 30
4325 1 23 20
4327 1 19 5
4333 0 22 3
4338 1 22 8
4341 0 25 4
4351 0 18 15
4355 0 29 5
4359 1 20 0
4367 1 24 3
4381 0 23 1
4387 1 22 10
4393 0 20 0
4394 0 17 2
4401 1 18 2
4408 0 24 3
4414 0 21 3
4416 0 28 2
4418 0 25 20
4423 1 26 1
4432 0 25 4
4433 0 22 15
4434 1 27 20
4435 1 20 0
4437 0 16 1
4442 0 29 20
4452 0 21 6
4453 1 26 0
4455 0 28 20
4466 1 26 10
4467 0 17 4
4479 1 27 2
4481 0 22 2
4483 0 22 4
4488 1 26 0
4495 0 29 2
4497 0 28 1
4500 1 29 20
4513 1 16 0
4518 0 15 2
4519 0 17 0
4544 1 18 4
4563 0 22 5
4566 1 23 5
4570 1 18 0
4572 1 25 10
4573 0 18 1
4587 0 17 3
4595 0 21 10
4600 0 19 1
4605 0 23 3
4606 0 18 10
4608 0 28 4
4609 1 23 1
4611 1 27 25
4612 1 16 3
4616 0 19 1
4623 0 18 3
4629 0 25 7
4632 0 18 0
4634 0 17 1
4644 0 17 2
4645 0 24 0
4648 1 26 3
4651 0 30 2
4657 0 24 5
4660 0 21 15
4666 1 27 2
4677 1 24 1
4682 0 26 5
4683 0 24 25
4692 0 24 4
4694 0 18 19
4699 1 18 0
4701 0 23 10
4710 1 27 5
4726 0 18 2
4731 0 19 0
4732 1 24 2
4748 1 21 2
4757 0 18 5
4763 1 19 4
4764 1 23 4
4787 1 24 12
4793 1 20 0
4795 1 18 0
4807 1 17 2
4813 1 25 8
4843 1 28 20
4845 1 17 4
4851 1 30 5
4860 0 27 5
4870 1 23 0
4882 0 29 8
4884 0 20 16
4888 1 27 0
4889 1 23 20
4891 1 27 0
4892 0 22 5
4895 1 22 3
4898 0 26 10
4899 0 25 25
4904 0 28 15
4910 0 27 6
4918 0 19 0
4923 1 17 0
4927 0 26 10
4930 0 27 5
4932 0 29 6
4935 0 16 3
4940 0 19 0
4943 0 25 1
4944 0 17 2
4950 1 24 12
4957 1 15 1
4961 0 23 15
4962 0 30 8
4967 0 15 2
4971 0 27 1
4975 1 24 2
4982 0 21 15
4985 1 20 0
4999 1 17 2
5002 0 27 9
5012 1 22 5
5013 0 29 20
5014 1 17 3
5045 0 16 0
5046 0 30 2
5053 0 21 5
5056 0 20 0
5086 1 21 5
5087 1 26 2
5093 0 21 15
5096 0 18 3
5100 0 20 5
5104 1 16 1
5105 1 29 2
5106 0 25 1
5108 1 25 1
5115 1 24 3
5117 0 23 5
5120 1 17 1
5121 1 18 2
5125 0 29 15
5126 0 21 10
5127 1 21 3
5140 0 18 12
5141 1 23 4
5144 1 23 1
5146 0 20 0
5147 0 30 25
5150 1 22 2
5151 0 19 2
5162 0 21 0
5170 1 21 0
5171 0 18 0
5175 1 22 15
5181 1 24 10
5187 0 28 3
5198 1 21 5
5199 0 22 20
5213 1 23 0
5218 1 21 4
5219 0 30 1
5240 0 20 6
5241 1 16 5
5242 0 17 15
5248 0 23 30
5256 0 21 15
5261 0 17 0
5270 0 25 3
5276 0 16 0
5281 1 17 2
5283 1 30 1
5297 0 28 0
5308 1 16 1
5311 0 18 5
5315 0 18 2
5339 1 18 0
5340 0 29 2
5342 0 24 10
5354 0 26 6
5356 0 27 1
5362 0 16 25
5371 0 16 1
5375 1 22 0
5382 1 24 2
5383 0 17 4
5385 1 21 1
5390 1 23 30
5392 1 18 7
5397 0 24 2
5399 1 23 2
5401 1 25 5
5403 0 17 0
5406 1 18 3
5409 1 15 2
5417 0 21 3
5422 0 22 4
5426 0 22 1
5429 0 21 0
5435 0 21 10
5449 0 26 6
5453 1 23 2
5457 1 17 1
5464 1 29 2
5477 1 17 3
5489 1 20 5
5496 1 19 12
5507 0 24 29
5510 0 17 0
5513 0 17 7
5514 1 21 1
5517 0 16 4
5519 1 27 0
5522 1 27 1
5525 0 20 1
5530 0 23 6
5531 1 24 3
5533 0 21 2
5534 0 25 2
5537 0 18 8
5556 0 20 3
5580 0 17 0
5595 1 28 1
5604 0 25 2
5607 1 18 7
5615 1 19 5
5618 0 25 30
5619 1 24 2
5622 0 20 3
5637 0 25 4
5642 1 30 4
5647 0 19 3
5668 1 24 2
5670 1 16 0
5673 1 22 5
5682 1 19 5
5687 1 25 2
5689 1 20 2
5701 1 25 5
5704 1 19 2
5712 1 26 4
5714 1 15 1
5723 0 21 1
5727 1 23 5
5732 1 21 4
5737 0 16 0
5740 1 19 1
5744 1 25 0
5746 0 20 1
5747 0 19 3
5748 1 18 4
5752 0 22 4
5761 0 20 1
5765 1 15 1
5774 1 24 2
5775 1 15 15
5777 0 29 0
5783 1 27 1
5784 1 29 0
5785 0 28 25
5786 1 21 1
5788 1 24 0
5793 0 17 3
5794 1 26 2
5797 1 24 1
5820 1 21 3
5824 0 27 5
5828 0 27 5
5829 1 18 1
5844 1 25 5
5846 1 21 5
5853 0 19 3
5860 0 18 1
5863 1 16 0
5867 1 27 10
5869 0 28 3
5874 1 25 5
5878 1 23 0
5882 0 19 4
5894 0 28 10
5897 1 21 1
5898 1 28 1
5905 1 26 2
5906 0 24 2
5912 0 27 2
5913 0 19 0
5920 1 17 2
5922 0 21 12
5927 0 28 3
5951 1 23 6
5957 1 20 1
5964 1 20 5
5971 1 27 2
5972 0 30 1
5978 1 16 4
5992 1 23 4
6000 1 25 3
6001 0 20 2
6016 0 19 0
6027 0 21 3
6040 1 22 0
6043 1 21 1
6051 0 26 20
6060 0 24 4
6062 1 26 4
6063 0 23 0
6079 0 16 1
6083 0 17 5
6088 0 23 2
6089 0 21 3
6093 0 20 2
6095 1 24 10
6098 0 24 10
6102 1 30 15
6112 1 15 3
6119 0 24 15
6122 1 23 2
6124 1 18 1
6125 1 25 1
6134 0 27 5
6139 0 17 0
6140 1 22 5
6144 1 28 18
6148 0 25 13
6151 1 18 11
6153 1 18 1
6154 1 27 2
6156 1 20 5
6158 1 17 5
6161 0 22 12
6179 1 18 3
6183 1 29 1
6184 1 17 0
6185 0 19 2
6187 1 20 1
6189 0 27 6
6196 1 17 1
6201 0 27 10
6204 0 26 9
6208 0 22 1
6214 0 23 10
6220 1 30 1
6236 0 23 15
6254 1 21 3
6264 1 29 1
6268 0 22 10
6271 0 23 1
6273 0 29 15
6274 1 16 5
6276 1 23 2
6277 0 19 1
6284 1 25 10
6288 0 21 5
6302 0 20 2
6305 0 22 0
6317 0 27 4
6318 1 17 3
6319 0 26 15
6321 1 16 2
6328 0 26 10
6334 1 21 5
6341 1 27 9
6344 0 24 2
6354 0 16 30
6360 0 30 2
6363 1 21 7
6365 1 17 4
6366 0 26 4
6369 1 19 2
6373 1 18 10
6374 0 26 0
6388 0 28 1
6391 1 23 5
6393 0 28 15
6399 0 20 10
6401 1 22 7
6402 1 16 1
6410 1 26 5
6414 1 20 6
6422 0 16 1
6428 0 22 15
6429 0 28 10
6432 0 27 12
6439 1 26 1
6440 1 27 2
6444 0 17 4
6447 0 19 30
6452 1 27 2
6458 1 21 2
6463 0 19 0
6474 1 27 0
6501 1 25 1
6506 1 21 1
6507 1 30 5
6528 0 28 2
6532 1 25 10
6545 0 24 30
6556 1 16 0
6560 0 22 13
6570 0 25 0
6586 1 17 0
6590 0 22 1
6592 0 26 9
6598 1 18 0
6600 1 20 2
6601 1 17 0
6608 0 30 1
6610 1 30 3
6619 1 29 6
6623 0 21 8
6637 0 27 0
6643 1 16 0
6647 0 21 10
6653 1 19 4
6660 1 21 0
6663 0 28 13
6670 1 24 1
6672 0 26 6
6674 0 29 24
6690 0 28 2
6710 0 29 10
6711 1 19 0
6714 0 28 30
6719 0 25 7
6727 1 19 0
6730 1 17 1
6736 0 26 4
6740 0 20 0
6743 0 28 2
6748 0 22 2
6752 1 27 1
6759 0 15 0
6760 0 28 1
6763 1 25 4
6773 0 20 3
6775 1 20 4
6780 1 27 4
6790 1 26 1
6794 1 25 3
6795 0 30 10
6797 0 22 20
6801 1 16 10
6804 1 18 3
6806 1 18 0
6814 0 29 2
6815 1 23 2
6831 0 25 1
6845 1 21 0
6847 1 25 3
6858 0 27 0
6863 1 29 5
6864 1 24 8
6868 0 24 1
6871 1 20 10
6874 1 19 0
6878 1 22 2
6879 1 22 2
6880 0 17 0
6893 0 19 10
6895 1 23 3
6897 1 18 1
6905 1 17 1
6912 1 26 2
6915 0 21 2
6916 1 21 30
6917 1 30 12
6927 1 25 15
6940 0 27 3
6943 0 24 4
6949 0 28 1
6954 0 30 12
6956 1 29 1
6958 1 30 5
6977 0 18 0
6992 1 24 7
7002 0 24 0
7009 0 18 2
7011 0 26 2
7013 0 27 2
7017 1 23 5
7022 1 19 4
7023 0 18 1
7027 0 17 0
7031 0 17 0
7032 0 18 0
7039 1 18 1
7040 1 18 1
7041 0 24 10
7045 0 20 22
7055 1 26 2
7057 0 27 8
7061 1 24 8
7067 0 28 1
7069 1 26 3
7075 0 24 24
7077 0 18 2
7093 0 27 3
7103 1 21 10
7125 1 17 1
7126 0 16 1
7129 0 27 10
7134 1 20 28
7143 0 27 5
7144 1 28 1
7151 0 22 20
7153 1 18 2
7154 0 21 5
7157 1 25 7
7158 1 26 12
7162 1 21 0
7165 1 25 29
7169 1 17 1
7183 0 15 5
7184 1 25 4
7185 0 25 15
7193 1 27 10
7202 0 17 4
7206 1 23 5
7207 0 28 1
7228 0 19 3
7230 0 18 28
7233 0 19 15
7235 0 25 1
7246 0 23 10
7249 1 17 0
7252 0 23 5
7258 0 25 5
7261 1 21 2
7263 0 30 3
7267 0 25 12
7269 0 28 5
7271 1 21 0
7277 0 21 15
7278 0 29 2
7286 1 23 25
7290 0 22 15
7297 1 15 0
7301 1 23 3
7311 0 28 2
7312 0 19 3
7313 1 23 3
7314 0 24 3
7318 0 17 12
7321 1 28 5
7340 0 27 1
7344 0 24 20
7346 1 30 2
7351 1 17 3
7352 0 23 0
7359 1 28 2
7365 1 25 2
7368 1 16 0
7369 0 27 5
7371 1 25 2
7382 0 29 6
7393 0 22 6
7398 0 29 5
7407 0 20 20
7408 0 19 6
7421 0 17 3
7423 1 29 20
7428 0 26 1
7432 0 19 1
7433 1 24 0
7437 0 20 1
7439 1 25 3
7445 0 19 10
7454 0 24 10
7464 0 21 1
7466 1 23 0
7467 0 19 0
7474 1 27 4
7475 1 23 0
7476 0 22 6
7479 0 17 1
7482 0 30 7
7486 0 24 6
7492 1 20 4
7497 0 30 15
7504 1 19 3
7513 1 20 3
7519 0 18 2
7532 0 29 20
7534 1 25 3
7535 1 19 2
7536 1 20 12
7544 0 16 4
7549 0 25 5
7552 0 22 0
7559 1 23 5
7564 0 22 6
7566 1 20 10
7574 0 24 15
7580 1 16 1
7581 0 29 0
7586 0 18 5
7589 1 19 4
7591 1 24 10
7595 1 21 5
7614 1 25 2
7617 0 16 8
7618 1 28 0
7619 0 22 3
7622 0 22 5
7629 1 19 1
7644 1 17 4
7649 0 26 5
7662 1 26 2
7663 1 29 7
7673 1 24 1
7680 1 17 0
7682 0 16 0
7693 1 26 15
7695 1 27 7
7696 0 22 0
7699 0 29 14
7702 1 25 1
7715 0 27 1
7719 1 27 1
7720 0 17 3
7726 0 22 4
7728 0 22 1
7734 0 26 4
7751 1 28 5
7756 0 28 3
7761 0 19 3
7770 1 22 1
7778 1 26 3
7784 0 29 6
7799 0 19 1
7800 1 29 4
7801 1 20 0
7806 1 29 17
7814 1 27 2
7846 0 26 15
7853 0 22 1
7854 1 25 10
7855 1 24 0
7870 0 25 4
7872 1 24 0
7874 0 24 3
7886 1 20 2
7888 1 18 0
7904 0 20 6
7925 0 20 30
7926 1 17 2
7940 0 17 0
7951 1 24 3
7956 0 19 1
7957 0 20 1
7963 1 24 10
7969 1 28 0
7978 0 23 0
7995 1 24 3
7996 1 23 4
7998 1 27 1
7999 0 24 10
8006 0 17 0
8010 0 20 2
8013 1 24 4
8019 0 22 12
8024 0 23 10
8028 1 26 0
8029 0 23 1
8032 0 25 0
8033 0 24 3
8037 0 22 6
8038 1 25 5
8039 0 20 5
8041 1 22 2
8059 1 18 2
8062 0 27 15
8063 1 23 0
8071 1 23 5
8072 1 26 0
8076 0 18 1
8077 1 25 10
8080 1 22 15
8087 1 17 3
8095 1 29 10
8099 1 24 0
8102 1 29 10
8104 0 22 2
8107 1 29 7
8111 0 19 0
8123 0 23 6
8126 0 21 5
8127 0 22 9
8130 0 16 9
8134 0 21 2
8135 0 19 3
8148 0 21 6
8149 1 17 0
8151 0 17 10
8153 0 27 5
8155 0 28 3
8157 1 19 12
8172 0 23 9
8181 1 20 2
8182 1 22 2
8198 0 23 3
8209 1 27 2
8210 0 27 2
8211 1 27 0
8213 1 25 4
8222 1 28 0
8223 1 19 5
8233 1 27 0
8234 0 26 4
8256 0 30 0
8258 0 20 3
8261 0 22 10
8268 0 16 8
8269 0 22 0
8270 1 23 2
8271 1 26 3
8272 0 21 0
8273 1 17 0
8280 0 28 5
8295 0 17 2
8296 1 26 20
8297 0 24 2
8300 1 26 5
8302 1 20 0
8305 0 24 6
8307 1 24 0
8310 1 21 3
8316 1 19 1
8317 0 21 8
8322 0 28 4
8323 0 18 7
8327 0 27 2
8333 0 28 2
8342 1 16 0
8345 1 15 0
8352 0 26 0
8356 0 19 2
8357 0 15 1
8358 1 20 1
8369 1 20 0
8371 0 24 7
8375 1 24 1
8384 0 19 1
8398 0 25 5
8401 0 22 3
8416 1 26 10
8418 0 26 1
8419 0 26 3
8420 0 26 4
8435 0 17 0
8436 0 23 15
8437 0 27 1
8446 0 21 2
