0 37 8 5 0 0
1 48 10 11 0 0
1 31 14 11 1 1
1 37 6 2 0 0
0 42 8 6 0 0
1 44 6 9 0 0
1 50 11 6 0 0
1 53 5 10 0 0
0 38 9 8 0 0
0 47 14 15 0 1
1 34 8 10 0 0
0 33 6 7 0 0
1 40 6 13 0 1
1 26 3 4 1 1
1 54 12 9 0 0
0 43 11 4 0 0
1 37 9 6 0 0
0 43 8 12 1 0
1 41 4 5 1 1
1 44 13 7 1 0
1 41 8 13 0 0
1 16 10 13 0 0
0 44 9 8 1 0
0 40 5 6 0 0
1 44 12 9 0 0
0 36 8 6 0 0
0 38 8 7 0 0
1 37 11 7 0 0
0 45 10 8 0 0
0 56 6 6 0 0
0 43 7 10 0 0
0 38 4 11 0 0
0 43 4 4 0 1
0 40 5 6 0 0
0 33 9 7 0 0
1 46 12 8 1 0
0 38 6 1 0 0
0 34 18 19 1 1
1 40 10 14 0 0
0 59 6 9 0 0
1 40 8 5 0 0
1 33 4 -2 0 0
1 33 14 1 0 1
0 31 12 6 1 1
0 34 13 13 0 0
1 49 7 6 0 0
1 30 12 5 1 0
0 56 8 8 0 0
0 44 14 10 1 1
1 37 3 -2 0 0
1 45 11 12 0 0
0 31 13 9 0 0
1 44 10 8 0 0
0 37 6 8 0 0
0 38 5 4 0 0
1 73 6 10 0 0
0 38 3 8 0 0
0 42 5 8 0 0
1 51 5 8 0 0
0 55 3 8 0 0
0 27 12 9 1 0
1 37 7 4 0 0
1 54 11 13 0 0
1 32 9 7 1 1
0 45 8 8 0 0
1 35 5 9 0 0
1 41 7 3 0 0
1 35 14 10 0 1
1 37 9 10 0 0
0 35 3 8 0 0
1 50 5 8 0 0
0 35 5 8 0 0
0 52 8 10 0 0
1 34 10 13 0 0
0 44 11 3 1 0
1 52 6 0 0 0
1 47 14 8 0 0
0 43 6 5 0 0
0 59 12 11 0 0
0 34 6 5 0 0
0 36 13 13 0 0
1 43 5 7 0 0
1 38 9 6 0 1
1 22 9 8 0 0
0 32 13 11 0 0
1 26 4 6 0 0
0 43 6 2 0 0
0 37 21 14 1 0
1 43 7 9 0 0
1 36 7 9 0 0
1 45 6 5 0 0
1 54 10 3 0 0
0 18 12 12 1 0
0 35 9 3 0 0
1 45 7 7 1 0
0 38 12 13 1 1
0 32 5 1 0 0
0 35 12 11 1 1
1 40 11 11 0 0
0 36 11 3 0 0
0 48 6 1 0 0
0 32 9 11 1 0
0 39 12 11 0 0
0 35 1 1 1 0
1 47 5 7 0 0
0 24 9 13 1 0
1 23 2 11 0 0
1 39 1 6 0 1
1 40 7 4 0 0
1 29 12 12 1 1
1 43 10 15 0 1
0 33 11 11 0 0
1 50 10 5 1 0
1 43 9 15 0 0
0 32 6 5 0 0
0 51 10 10 0 0
0 30 14 4 0 0
1 46 6 14 0 0
1 27 4 -3 1 1
0 48 7 5 0 0
0 31 8 7 0 0
0 46 11 14 0 1
0 35 15 13 0 1
0 41 15 6 1 0
0 36 8 17 0 1
1 49 5 2 0 0
1 49 9 14 0 0
0 41 17 14 0 0
0 26 9 10 0 0
1 45 10 11 0 0
1 43 9 14 1 1
0 42 14 10 1 1
1 38 10 5 0 0
0 66 6 8 0 0
1 43 14 15 0 0
1 36 12 12 1 1
0 44 3 9 0 0
1 42 7 9 0 0
0 58 10 8 0 0
0 39 14 9 1 1
1 47 12 8 1 0
1 49 9 13 0 0
0 32 6 10 0 0
0 33 20 11 1 0
0 56 8 5 0 0
0 40 9 3 0 0
1 37 15 8 0 0
1 51 8 5 0 0
1 30 13 12 0 1
0 42 8 11 0 0
0 44 11 10 0 0
1 32 11 6 0 0
1 50 18 14 0 0
1 45 11 6 0 0
1 36 7 8 0 0
0 46 10 6 0 0
1 51 13 10 0 0
1 45 4 8 0 0
1 33 4 4 0 1
1 32 12 9 0 0
0 33 9 11 0 0
0 40 8 9 0 0
0 17 13 7 0 0
1 34 6 4 0 0
1 41 3 3 0 0
1 26 8 8 0 0
1 50 12 12 0 0
1 31 9 6 0 0
1 46 12 8 1 1
0 38 11 8 1 0
1 34 7 6 0 1
0 36 7 8 0 0
1 32 10 3 0 0
1 48 16 9 0 0
1 35 4 6 0 0
1 34 7 8 0 0
0 29 15 16 0 1
0 58 3 5 0 0
0 39 9 12 1 1
1 34 10 14 0 0
1 40 7 9 0 0
1 50 8 9 0 0
0 29 14 12 0 0
0 34 12 10 0 0
0 44 3 15 1 1
0 38 5 4 0 0
1 37 5 3 0 0
0 30 9 2 0 0
1 38 8 5 0 0
1 28 9 8 0 0
0 30 12 9 1 0
1 31 10 13 0 0
1 41 6 9 0 0
1 38 11 7 0 0
0 29 7 10 0 0
0 38 6 3 0 0
0 57 2 0 0 0
1 24 2 1 0 0
1 46 5 6 0 0
1 40 4 -1 0 0
1 45 5 7 0 0
0 59 11 10 0 1
0 50 9 5 0 0
1 41 0 3 0 0
0 54 9 11 0 0
0 20 4 6 1 1
1 46 4 6 0 0
0 48 9 12 0 0
1 41 10 9 0 1
0 51 8 9 0 0
0 52 11 10 1 1
1 40 5 13 0 1
0 33 8 9 0 0
0 50 5 11 0 1
1 30 12 9 0 0
0 26 5 7 0 1
0 49 12 9 0 0
0 50 10 13 0 0
0 41 9 5 0 0
1 34 10 8 0 0
1 41 5 7 0 0
0 51 9 11 1 0
0 26 7 9 0 0
1 32 12 14 0 1
1 50 10 6 0 0
1 46 6 5 0 0
1 25 5 16 0 1
0 28 2 1 0 0
0 37 4 11 0 0
0 44 15 11 1 1
1 41 6 6 0 0
1 27 5 7 0 0
1 37 14 13 1 0
0 31 6 11 1 1
1 44 5 12 0 0
0 33 12 13 0 0
0 47 13 8 0 0
0 35 6 8 0 0
1 32 13 12 0 0
1 41 7 7 1 0
0 40 5 8 0 0
0 38 16 13 0 0
1 30 11 8 0 0
0 47 4 6 0 0
0 35 6 12 0 0
1 52 6 4 0 0
0 57 10 5 0 0
0 33 8 6 0 0
0 45 7 15 1 1
0 37 9 6 0 0
0 32 12 8 1 0
0 34 8 7 0 1
1 27 8 11 0 0
0 36 8 15 0 0
0 56 11 12 0 0
1 54 12 16 0 0
1 52 5 3 0 0
0 32 11 8 0 0
0 32 2 4 0 0
1 37 4 5 0 1
0 60 11 6 0 0
0 44 5 13 0 0
1 26 10 17 0 0
0 37 15 7 0 0
1 52 18 14 0 1
1 40 8 6 0 0
0 41 9 5 1 0
0 45 13 11 1 1
0 21 10 15 0 0
1 41 12 13 0 1
0 46 7 9 0 0
0 18 9 13 1 1
1 45 2 4 0 0
0 30 11 5 0 1
0 46 10 8 0 0
0 31 11 14 0 0
1 43 7 9 0 0
0 31 13 8 0 0
1 43 7 5 0 0
1 43 11 13 0 0
0 42 10 2 1 0
0 41 16 7 1 1
0 45 13 10 1 0
0 41 14 10 1 0
1 42 10 14 1 0
1 40 13 11 0 0
1 35 3 4 0 0
0 45 8 12 0 0
1 70 0 0 0 0
1 24 10 13 0 0
0 47 19 10 0 0
0 35 9 9 0 1
1 45 8 1 1 1
1 33 10 11 0 0
0 24 5 10 1 1
1 38 16 8 0 0
1 49 7 4 1 0
1 67 9 12 0 0
0 39 12 7 1 0
0 36 15 11 1 1
1 46 6 4 0 0
0 45 7 3 0 0
1 52 5 9 0 0
0 27 11 12 0 1
0 48 8 16 0 0
0 38 -1 6 0 0
